973.4513274336284, 4065.8682634730544
1185.8407079646017, 3946.107784431138
1696.9026548672568, 3724.550898203593
2387.1681415929206, 3514.9700598802397
2865.0442477876104, 3401.1976047904195
3376.1061946902655, 3377.245508982036
3800.8849557522126, 3251.497005988024
3920.353982300885, 3065.868263473054
3980.0884955752217, 2814.37125748503
3986.725663716815, 2502.994011976048
4013.274336283185, 1784.4311377245513
4019.911504424779, 1868.263473053892
4019.911504424779, 1748.5029940119757
4026.5486725663723, 2299.4011976047905
4026.5486725663723, 2083.8323353293417
