"1020.2378806471825","402.7178567647934","992.9464015841484"
"1017.4714948892594","465.0974099636078","996.0806486964226"
"994.3193064212799","560.6101054549217","990.1707754135132"
"1182.603655207157","821.6852599024772","875.5795414686203"
"1904.483005809784","1585.2193260073661","792.8479016065597"
"1027.4761154294015","331.93992998600004","990.3762998819351"
"1017.7655167937279","421.0790490984917","997.17648062706"
"2717.82586350441","2890.3268099188804","534.5293859124183"
"2770.122620689869","2803.896701478958","587.6342240452766"
"2755.063479018211","2600.252720439434","650.9775743484497"
"1028.3238388895988","279.45258338451384","978.1278519392014"
"1022.6654786109924","229.95315210819246","993.046916794777"
"2829.8168355226517","2934.1827184081076","459.81474170684817"
"2876.5795822143555","2867.895703625679","532.6223623991012"
"2890.629999625683","2777.7533789277077","593.1667650580406"
"1033.2187231421472","202.470163834095","989.5750847458839"
"2928.5215359807016","2528.929262280464","621.2623266935349"
"2957.731723058224","2754.4484846234323","547.3067203521729"
"2926.7762475967406","2838.368541932106","463.06926636695863"
"2899.152176308632","2902.3281193733214","399.99464013576505"
"2867.3577412843706","2950.1175238370897","322.7682518839836"
"2723.22467520237","2981.4021730899813","47.81433709859848"
"2972.207519030571","2381.395332109928","624.1196786761284"
"2995.2123201966288","2603.711732172966","570.3905186891556"
"3001.756993126869","2659.1340188145637","491.1173440217972"
"2968.6578875541686","2748.1147552132607","422.68848130702975"
"2946.7494829654693","2886.6750942707063","368.9289075732231"
"2789.5166014194488","3030.7095046043396","-36.45729286670685"
"3012.350400698185","2469.4415028572084","494.7293572068214"
"3010.7580503463746","2598.3194188833236","452.7084629535675"
"2973.7785627126696","2754.142920458317","421.303395819664"
"2918.0846487760546","2898.109999847412","155.7211341738701"
"2834.993400001526","2955.0487422704696","-105.19551482200623"
"3013.514955830574","2487.358708357811","440.23887504339217"
"2965.793806695938","2763.4738083958628","380.1176675438881"
"2925.3393226623534","2893.2532000541687","117.21746112108231"
"2988.8877589225767","2683.099048614502","417.78301815986634"
"2960.844139480591","2809.88810377121","317.4038922071457"
"2965.697597336769","2765.8465958356855","387.9032553911209"
